"county_fips_code","year","area_deprivation_index_percent"
"36085",2019,8
"36087",2020,4
"36087",2019,4
"36089",2018,61
"36089",2019,62
"36093",2020,17
"36093",2019,17
"36093",2018,15
"36095",2020,30
"36095",2019,32
"36095",2018,34
"36097",2020,39
"36099",2019,36
"36103",2019,2
"36105",2020,46
"36107",2020,23
"36109",2020,18
"36109",2018,19
"36111",2019,12
"36113",2018,13
"36113",2019,12
"36113",2020,14
"36115",2020,39
"36117",2018,30
"36119",2018,3
"36121",2018,33
"36121",2019,36
"39001",2018,92
"39001",2020,91
"39001",2019,92
"39003",2018,56
"39005",2019,48
"39005",2018,52
"39011",2018,20
"39013",2019,47
"39013",2020,46
"39015",2018,58
"39015",2020,54
"39017",2020,19
"39019",2018,42
"39019",2020,43
"39021",2018,33
"39021",2020,38
"39023",2020,60
"39025",2019,12
"39025",2018,12
"39025",2020,13
"39027",2018,48
"39027",2020,50
"39029",2020,55
"39031",2018,67
"39033",2020,60
"39035",2019,54
"39035",2020,54
"39035",2018,53
"39037",2020,39
"39039",2018,39
"39041",2019,1
"39043",2020,36
"39045",2018,13
"39045",2019,14
"39045",2020,13
"39047",2018,65
"39047",2020,67
"39049",2020,30
"39049",2018,32
"39051",2019,27
"39051",2018,27
"39053",2020,75
"39055",2019,6
"39055",2020,6
"39057",2019,12
"39059",2019,74
"39059",2020,72
"39059",2018,71
"39063",2019,25
"39065",2019,60
"39069",2018,25
"39069",2019,23
"39071",2019,74
"39071",2020,75
"39073",2019,50
"39075",2019,96
"39075",2018,97
"39077",2019,57
"39079",2019,78
"39081",2020,62
"39081",2018,60
"39083",2020,43
"39087",2018,59
"39089",2019,19
"39095",2019,63
"39095",2018,63
"39095",2020,63
"39097",2018,29
"39097",2020,27
"39097",2019,26
"39099",2020,57
"39101",2018,61
"39101",2019,64
"39101",2020,66
"39103",2020,5
"39103",2018,5
"39103",2019,5
"39105",2018,76
"39105",2020,78
"39107",2019,19
"39109",2018,27
"39111",2018,68
"39113",2019,53
"39115",2018,74
"39115",2020,76
"39117",2020,35
"39119",2018,66
"39119",2020,62
"39121",2020,51
"39121",2018,47
"39123",2018,21
"39123",2020,21
"39125",2019,45
"39125",2020,45
"39125",2018,43
"39127",2018,79
"39129",2020,25
"39129",2019,23
"39133",2020,23
"39133",2018,26
"39135",2019,36
"39135",2020,33
"39135",2018,39
"39137",2019,14
"39137",2020,12
"39139",2019,61
"39139",2018,60
"39139",2020,60
"39143",2020,49
"39145",2020,81
"39147",2019,49
"39147",2020,51
"39149",2020,31
"39151",2018,40
"39153",2018,40
"39153",2020,36
"39157",2020,53
"39157",2018,51
"39161",2018,35
"39161",2020,40
"39161",2019,41
"39163",2019,86
"39167",2019,43
"39169",2020,50
"39169",2019,48
"39171",2020,43
"39173",2019,15
"39173",2018,16
"39175",2019,43
"39175",2020,38
"40001",2018,95
"40003",2019,37
"40003",2020,37
"40005",2020,86
"40005",2018,89
"40007",2020,55
"40009",2018,46
"40011",2019,55
"40011",2020,60
"40013",2020,70
"40013",2019,70
"40017",2020,9
"40019",2020,62
"40019",2018,57
"40021",2018,73
"40023",2018,95
"40023",2019,96
"40025",2019,66
"40025",2020,56
"40025",2018,64
"40029",2019,85
"40031",2020,56
"40035",2020,72
"40037",2020,52
"40037",2018,49
"40041",2019,71
"40041",2020,73
"40041",2018,69
"40043",2018,42
"40043",2020,42
"40045",2019,50
"40045",2018,37
"40045",2020,55
"40047",2019,52
"40049",2020,67
"40049",2018,67
"40049",2019,65
"40051",2018,35
"40051",2020,32
"40053",2020,27
"40055",2018,69
"40057",2019,83
"40059",2018,55
"40063",2019,81
"40063",2018,83
"40065",2020,78
"40065",2019,76
"40065",2018,74
"40067",2018,83
"40071",2018,67
"40073",2020,34
"40075",2018,82
"40075",2019,83
"40075",2020,81
"40077",2020,80
"40079",2019,83
"40079",2020,84
"40081",2018,52
"40083",2019,32
"40085",2019,56
"40087",2019,18
"40087",2020,15
"40089",2019,91
"40089",2020,92
"40091",2019,79
"40091",2018,79
"40093",2019,45
"40093",2020,35
"40095",2020,74
"40095",2019,70
"40097",2018,67
"40099",2020,60
"40099",2018,55
"40103",2018,40
"40103",2020,47
"40105",2020,67
"40105",2019,75
"40105",2018,73
"40107",2018,89
"40109",2020,49
"40111",2018,75
"40111",2020,79
"40113",2018,48
"40115",2018,84
"40115",2020,83
"40115",2019,83
"40117",2019,60
"40117",2020,60
"40119",2019,59
"40121",2020,65
"40121",2018,60
"40123",2019,52
"40123",2020,51
"40125",2018,60
"40125",2019,58
"40127",2018,85
"40127",2019,85
"40127",2020,86
"40129",2018,25
"40131",2019,16
"40133",2019,86
"40133",2018,84
"40135",2018,87
"40135",2020,90
"40135",2019,89
"40137",2019,59
"40141",2020,89
"40145",2019,21
"40149",2018,49
"40149",2020,51
"40149",2019,46
"40151",2020,45
"40153",2018,37
"40153",2020,42
"40153",2019,38
"41001",2019,53
"41001",2018,51
"41003",2020,14
"41005",2018,5
"41005",2019,5
"41007",2018,31
"41007",2019,26
"41007",2020,23
"41009",2020,23
"41011",2020,63
"41013",2018,58
"41013",2019,53
"41015",2020,42
"41019",2018,56
"41021",2019,43
"41023",2019,47
"41023",2018,50
"41025",2020,62
"41025",2018,64
"41027",2020,22
"41029",2019,41
"41031",2018,70
"41031",2020,63
"41033",2018,60
"41033",2020,57
"41037",2019,82
"41037",2018,76
"41039",2019,38
"41039",2020,39
"41041",2019,52
"41041",2020,49
"41043",2020,41
"41043",2018,46
"41043",2019,45
"41045",2018,91
"41045",2020,89
"41047",2019,52
"41047",2018,57
"41047",2020,51
"41049",2019,71
"41051",2020,15
"41055",2020,38
"41055",2019,32
"41057",2018,40
"41057",2020,41
"41057",2019,42
"41059",2018,74
"41061",2019,56
"41063",2019,38
"41065",2019,50
"41065",2018,54
"41067",2020,6
"41069",2018,50
"41071",2018,34
"41071",2020,26
"42001",2020,13
"42001",2018,12
"42005",2019,48
"42007",2019,25
"42007",2020,25
"42009",2018,49
"42009",2019,49
"42011",2019,33
"42013",2018,41
"42015",2019,40
"42015",2020,45
"42017",2019,2
"42017",2020,2
"42019",2019,8
"42019",2020,8
"42021",2020,50
"42023",2019,61
"42023",2020,60
"42023",2018,67
"42025",2019,35
"42027",2019,15
"42027",2018,16
"42027",2020,14
"42033",2020,60
"42033",2019,60
"42035",2020,53
"42035",2019,52
"42037",2018,37
"42039",2019,57
"42039",2018,54
"42041",2019,7
"42043",2020,28
"42043",2019,26
"42045",2018,8
"42047",2018,34
"42047",2019,38
"42047",2020,38
"42049",2020,50
"42051",2019,65
"42051",2018,63
"42051",2020,62
"42053",2020,58
"42053",2018,51
"42055",2018,26
"42055",2019,24
"42059",2018,52
"42061",2020,50
"42063",2020,57
"42063",2018,53
"42063",2019,54
"42065",2018,59
"42065",2020,59
"42069",2020,38
"42069",2019,37
"42071",2020,27
"42073",2018,48
"42075",2020,34
"42075",2018,31
"42077",2018,25
"42077",2019,27
"42079",2020,47
"42079",2018,45
"42081",2019,35
"42081",2020,38
"42081",2018,36
"42083",2020,58
"42083",2019,60
"42085",2019,45
"42085",2020,49
"42087",2019,66
"42087",2020,68
"42091",2019,2
"42093",2020,27
"42095",2019,10
"42097",2020,57
"42097",2018,58
"42097",2019,58
"42101",2020,87
"42101",2019,88
"42103",2018,8
"42103",2020,10
"42105",2018,51
"42105",2020,61
"42107",2018,45
"42107",2020,49
"42109",2019,48
"42111",2018,45
"42113",2019,43
"42115",2018,34
"42117",2020,46
"42117",2018,38
"42119",2019,31
"42125",2020,16
"42125",2018,16
"42127",2018,21
"42127",2020,22
"42127",2019,22
"42129",2018,17
"42131",2020,24
"42133",2020,16
"45001",2019,82
"45001",2018,79
"45001",2020,80
"45003",2020,54
"45005",2018,99
"45005",2019,99
"45007",2020,57
"45007",2019,57
"45009",2018,91
"45011",2018,91
"45013",2018,11
"45015",2019,29
"45015",2018,29
"45015",2020,25
"45017",2018,70
"45017",2020,66
"45019",2019,15
"45021",2020,80
"45021",2018,86
"45023",2020,81
"45023",2019,85
"45025",2018,91
"45027",2018,91
"45029",2020,80
"45029",2019,83
"45029",2018,83
"45031",2019,87
"45033",2019,98
"45033",2020,98
"45033",2018,97
"45035",2020,17
"45039",2018,86
"45041",2020,70
"45041",2019,70
"45043",2018,54
"45045",2020,30
"45045",2018,34
"45049",2019,84
"45051",2020,41
"45051",2019,44
"45053",2020,84
"45055",2018,51
"45055",2019,54
"45057",2019,38
"45057",2020,35
"45059",2019,83
"45061",2019,95
"45063",2020,25
"45063",2019,23
"45065",2020,77
"45065",2019,77
"45067",2018,93
"45067",2019,94
"45067",2020,93
"45069",2018,97
"45069",2020,97
"45071",2019,83
"45071",2018,81
"45073",2020,64
"45075",2019,84
"45079",2019,38
"45081",2020,81
"45081",2019,88
"45083",2018,61
"45089",2019,95
"45091",2018,24
"45091",2019,21
"46003",2020,24
"46005",2020,62
"46007",2019,97
"46009",2019,36
"46009",2020,40
"46009",2018,40
"46011",2020,18
"46011",2018,17
"46013",2018,19
"46013",2020,24
"46013",2019,23
"46015",2018,58
"46017",2019,100
"46017",2020,100
"46019",2018,31
"46021",2019,8
"46023",2018,74
"46027",2018,43
"46027",2019,32
"46027",2020,31
"46029",2018,27
"46031",2019,100
"46031",2018,100
"46031",2020,100
"46033",2018,12
"46033",2019,14
"46033",2020,16
"46035",2019,39
"46035",2020,39
"46037",2019,48
"46037",2020,53
"46039",2019,19
"46039",2020,22
"46039",2018,16
"46043",2020,38
"46043",2018,33
"46049",2020,12
"46049",2018,14
"46051",2019,20
"46053",2020,47
"46053",2019,54
"46055",2020,62
"46055",2019,52
"46055",2018,38
"46057",2020,18
"46057",2018,15
"46061",2018,11
"46063",2019,12
"46065",2019,11
"46065",2018,8
"46067",2019,46
"46069",2020,23
"46069",2019,24
"46071",2018,95
"46073",2019,25
"46075",2019,39
"46075",2020,39
"46077",2020,20
"46077",2018,25
"46077",2019,23
"46079",2018,18
"46081",2019,25
"46081",2020,21
"46083",2019,3
"46085",2020,69
"46087",2018,19
"46087",2020,23
"46087",2019,17
"46091",2020,26
"46091",2018,26
"46093",2018,17
"46095",2018,99
"46097",2020,34
"46097",2019,30
"46099",2020,20
"46099",2018,22
"46099",2019,21
"46101",2020,39
"46102",2020,100
"46102",2018,100
"46105",2020,26
"46107",2018,21
"46107",2020,16
"46107",2019,15
"46109",2019,69
"46111",2020,27
"46115",2018,33
"46117",2020,8
"46119",2020,8
"46119",2018,8
"46121",2020,100
"46123",2018,60
"46125",2018,20
"46125",2020,24
"46125",2019,21
"46127",2020,7
"46129",2018,30
"46135",2020,35
"46135",2019,35
"46137",2020,99
"47001",2020,56
"47003",2020,74
"47003",2018,71
"47005",2018,85
"47005",2020,87
"47007",2019,91
"47007",2018,92
"47009",2020,28
"47011",2019,60
"47013",2018,92
"47013",2020,91
"47013",2019,91
"47015",2018,68
"47015",2020,63
"47017",2020,79
"47017",2018,80
"47019",2018,85
"47021",2019,24
"47025",2020,91
"47025",2018,91
"47027",2019,93
"47027",2018,94
"47029",2020,93
"47029",2018,93
"47033",2020,76
"47033",2018,76
"47035",2020,63
"47037",2018,38
"47037",2020,33
"47039",2018,75
"47041",2018,83
"47043",2019,53
"47043",2020,48
"47045",2019,77
"47045",2020,81
"47047",2019,30
"47051",2020,55
"47053",2019,68
"47053",2020,70
"47053",2018,69
"47055",2020,64
"47055",2019,68
"47057",2020,79
"47057",2019,76
"47057",2018,79
"47059",2018,75
"47061",2019,98
"47061",2018,97
"47063",2018,82
"47063",2020,79
"47063",2019,78
"47065",2019,31
"47065",2018,33
"47067",2019,96
"47071",2020,81
"47071",2019,83
"47073",2018,78
"47073",2020,81
"47075",2020,81
"47077",2020,78
"47079",2020,72
"47083",2020,71
"47083",2019,76
"47085",2018,64
"47085",2020,64
"47085",2019,65
"47087",2020,84
"47093",2019,27
"47095",2020,97
"47095",2018,97
"47099",2018,85
"47099",2020,86
"47099",2019,85
"47103",2020,67
"47105",2018,39
"47105",2020,38
"47107",2020,73
"47107",2018,74
"47109",2018,88
"47109",2020,87
"47111",2018,85
"47111",2020,83
"47113",2019,55
"47115",2020,73
"47117",2018,63
"47117",2019,58
"47119",2019,34
"47123",2020,85
"47125",2018,41
"47127",2018,41
"47127",2020,41
"47129",2020,85
"47131",2018,81
"47133",2019,81
"47133",2018,82
"47137",2020,73
"47137",2019,82
"47139",2019,74
"47139",2020,80
"47139",2018,75
"47141",2020,68
"47141",2019,73
"47143",2019,86
"47143",2020,86
"47145",2019,52
"47145",2020,48
"47147",2020,32
"47147",2019,33
"47149",2019,17
"47151",2019,94
"47153",2020,68
"47155",2019,58
"47155",2018,56
"47157",2020,61
"47157",2018,60
"47159",2020,61
"47159",2019,62
"47159",2018,63
"47161",2019,57
"47161",2020,61
"47163",2020,56
"47163",2019,56
"47165",2018,14
"47165",2020,14
"47167",2018,41
"47167",2020,48
"47169",2018,47
"47169",2019,59
"47171",2018,85
"47173",2019,88
"47175",2019,76
"47175",2020,88
"47175",2018,72
"47177",2019,85
"47177",2020,88
"47179",2020,46
"47181",2018,78
"47183",2020,76
"47185",2019,74
"47185",2020,72
"47187",2019,1
"47187",2018,1
"47189",2018,9
"47189",2020,7
"48001",2020,70
"48003",2019,56
"48003",2020,54
"48005",2020,80
"48007",2020,63
"48009",2018,13
"48009",2020,17
"48011",2020,13
"48011",2018,8
"48013",2018,77
"48015",2020,35
"48017",2020,82
"48017",2018,94
"48021",2020,45
"48023",2020,41
"48025",2020,94
"48027",2019,49
"48029",2018,57
"48031",2019,27
"48033",2019,6
"48035",2018,60
"48035",2019,57
"48035",2020,49
"48037",2019,64
"48037",2020,65
"48039",2019,14
"48041",2019,59
"48043",2018,63
"48043",2019,73
"48045",2018,76
"48045",2020,65
"48047",2019,100
"48047",2020,100
"48049",2019,61
"48049",2018,59
"48051",2018,60
"48053",2019,33
"48057",2020,76
"48057",2018,70
"48059",2018,52
"48061",2019,99
"48063",2019,77
"48063",2018,81
"48065",2020,9
"48067",2019,72
"48069",2019,87
"48069",2020,85
"48071",2020,20
"48073",2020,81
"48073",2019,80
"48073",2018,83
"48075",2019,73
"48075",2020,76
"48075",2018,78
"48077",2020,33
"48077",2018,42
"48079",2019,98
"48081",2018,45
"48083",2018,69
"48083",2019,77
"48083",2020,68
"48085",2018,3
"48087",2019,79
"48087",2018,87
"48087",2020,89
"48089",2019,50
"48091",2018,7
"48093",2018,79
"48095",2019,80
"48099",2019,55
"48101",2019,96
"48103",2020,61
"48103",2019,76
"48105",2018,68
"48105",2019,72
"48105",2020,68
"48107",2019,92
"48109",2019,99
"48109",2020,99
"48111",2019,89
"48111",2018,87
"48115",2019,90
"48115",2018,82
"48115",2020,93
"48117",2020,89
"48117",2018,86
"48117",2019,86
"48119",2019,64
"48119",2020,68
"48121",2019,4
"48121",2018,5
"48123",2019,71
"48123",2020,70
"48125",2020,84
"48127",2018,98
"48127",2020,99
"48129",2018,54
"48129",2020,51
"48131",2020,99
"48131",2019,99
"48133",2018,73
"48135",2019,65
"48137",2018,72
"48139",2020,17
"48139",2018,23
"48139",2019,20
"48141",2019,88
"48141",2018,89
"48141",2020,88
"48145",2019,93
"48145",2018,90
"48149",2020,42
"48149",2018,39
"48149",2019,36
"48151",2019,62
"48153",2020,90
"48153",2018,91
"48155",2018,35
"48155",2020,63
"48157",2019,4
"48159",2020,32
"48161",2019,68
"48161",2018,62
"48163",2020,97
"48165",2020,91
"48165",2018,80
"48169",2018,90
"48171",2020,27
"48173",2020,58
"48173",2019,46
"48173",2018,12
"48175",2018,50
"48175",2020,43
"48177",2020,86
"48177",2018,92
"48179",2018,66
"48181",2019,48
"48181",2020,47
"48181",2018,49
"48183",2019,68
"48183",2018,67
"48185",2020,75
"48187",2020,14
"48191",2018,98
"48193",2019,62
"48195",2018,75
"48197",2018,83
"48197",2020,74
"48199",2018,30
"48201",2020,61
"48203",2018,65
"48205",2020,25
"48205",2018,22
"48207",2019,95
"48209",2018,18
"48209",2019,18
"48209",2020,17
"48211",2019,56
"48211",2020,63
"48213",2020,66
"48215",2020,99
"48217",2020,70
"48217",2018,73
"48219",2020,80
"48219",2019,75
"48219",2018,72
"48221",2020,21
"48221",2018,18
"48221",2019,21
"48223",2019,71
"48223",2020,67
"48225",2019,86
"48227",2018,69
"48227",2019,68
"48229",2020,100
"48231",2020,57
"48231",2019,59
"48233",2019,59
"48235",2019,21
"48235",2018,15
"48237",2019,55
"48237",2020,60
"48239",2019,53
"48239",2020,61
"48239",2018,54
"48241",2018,59
"48241",2019,65
"48247",2019,98
"48249",2018,88
"48251",2018,36
"48255",2018,84
"48255",2019,79
"48257",2019,27
"48259",2020,3
"48261",2019,100
"48261",2020,100
"48263",2018,46
"48263",2020,41
"48265",2019,47
"48267",2020,61
"48267",2019,70
"48269",2020,36
"48269",2019,64
"48269",2018,45
"48271",2020,91
"48273",2020,91
"48273",2018,89
"48275",2019,68
"48275",2018,77
"48277",2020,74
"48279",2018,89
"48279",2019,87
"48281",2019,40
"48281",2018,43
"48283",2019,92
"48285",2020,53
"48291",2018,73
"48291",2020,75
"48291",2019,74
"48293",2019,82
"48297",2019,51
"48299",2019,41
"48299",2020,41
"48301",2020,42
"48301",2018,52
"48303",2020,56
"48303",2018,56
"48303",2019,55
"48305",2018,84
"48305",2020,86
"48305",2019,83
"48307",2019,74
"48309",2018,63
"48311",2020,54
"48313",2018,78
"48313",2019,73
"48315",2018,76
"48315",2020,75
"48317",2020,49
"48319",2019,42
"48321",2019,88
"48323",2019,99
"48323",2018,100
"48323",2020,100
"48325",2018,47
"48327",2020,72
"48327",2019,79
"48329",2018,15
"48329",2019,16
"48331",2020,66
"48331",2019,69
"48333",2020,67
"48335",2019,51
"48335",2020,46
"48337",2019,62
"48337",2020,60
"48339",2018,12
"48341",2020,91
"48343",2020,70
"48345",2018,67
"48345",2020,69
"48347",2018,81
"48349",2020,83
"48351",2018,63
"48353",2018,83
"48355",2018,66
"48359",2018,33
"48361",2020,47
"48361",2018,47
"48363",2019,78
"48363",2018,78
"48365",2018,54
"48367",2020,10
"48369",2018,89
"48371",2018,73
"48373",2020,75
"48375",2020,90
"48375",2019,90
"48377",2020,100
"48377",2018,99
"48379",2018,46
"48379",2020,47
"48381",2020,9
"48381",2018,10
"48383",2018,74
"48383",2019,74
"48385",2018,67
"48385",2019,73
"48387",2018,78
"48387",2019,78
"48389",2020,90
"48389",2019,93
"48391",2019,81
"48391",2018,80
"48393",2018,6
"48395",2019,68
"48397",2018,2
"48399",2018,71
"48399",2019,78
"48401",2019,67
"48403",2020,69
"48405",2018,94
"48407",2018,66
"48407",2019,68
"48407",2020,65
"48409",2018,69
"48409",2019,72
"48411",2019,80
"48413",2019,69
"48415",2018,46
"48419",2018,92
"48421",2018,48
"48421",2019,58
"48423",2018,51
"48423",2020,53
"48425",2019,54
"48425",2020,65
"48427",2020,100
"48429",2018,81
"48429",2019,82
"48431",2019,43
"48433",2019,46
"48433",2018,60
"48435",2018,68
"48437",2018,83
"48439",2019,32
"48441",2020,53
"48441",2018,58
"48445",2018,90
"48445",2019,93
"48447",2019,68
"48447",2018,53
"48447",2020,58
"48449",2018,91
"48451",2018,52
"48451",2020,49
"48451",2019,47
"48455",2019,80
"48455",2020,72
"48455",2018,73
"48459",2020,49
"48459",2018,51
"48461",2018,82
"48463",2020,92
"48463",2018,93
"48463",2019,92
"48465",2019,96
"48465",2020,97
"48467",2019,49
"48469",2020,57
"48471",2019,66
"48473",2019,66
"48473",2018,68
"48473",2020,58
"48475",2020,70
"48475",2018,67
"48477",2019,40
"48479",2018,98
"48483",2018,69
"48483",2020,77
"48483",2019,74
"48485",2020,67
"48487",2020,82
"48487",2019,77
"48487",2018,75
"48489",2020,100
"48489",2018,100
"48491",2019,4
"48495",2020,87
"48495",2018,88
"48495",2019,88
"48497",2018,39
"48501",2018,81
"48503",2019,64
"48503",2020,60
"48505",2019,100
"48505",2020,100
"48505",2018,100
"48507",2019,100
"48507",2018,100
"49001",2018,37
"49001",2019,42
"49001",2020,31
"49003",2019,22
"49003",2020,21
"49005",2020,27
"49005",2018,24
"49007",2018,49
"49009",2020,10
"49009",2018,8
"49011",2019,4
"49013",2018,30
"49013",2020,37
"49015",2019,34
"49015",2018,31
"49017",2020,40
"49019",2020,46
"49021",2019,44
"49023",2019,27
"49025",2020,15
"49027",2019,33
"49027",2020,36
"49029",2020,2
"49031",2019,27
"49033",2018,26
"49035",2020,9
"49035",2018,11
"49037",2018,93
"49037",2020,94
"49039",2019,41
"49041",2019,33
"49041",2018,32
"49043",2019,1
"49043",2020,1
"49047",2018,20
"49047",2020,33
"49047",2019,29
"49049",2019,10
"49049",2018,10
"49051",2020,3
"49053",2019,24
"49055",2018,23
"49055",2020,35
"49057",2019,24
"51001",2018,74
"51001",2020,71
"51003",2019,4
"51003",2018,4
"51003",2020,5
"51005",2018,55
"51007",2020,26
"51009",2020,45
"51009",2019,43
"51009",2018,44
"51011",2020,42
"51013",2018,1
"51013",2020,1
"51015",2019,15
"51017",2019,66
"51017",2020,60
"51021",2018,36
"51021",2020,27
"51023",2020,7
"51023",2018,7
"51025",2018,80
"51025",2020,82
"51025",2019,78
"51029",2019,72
"51029",2018,71
"51031",2018,38
"51031",2019,40
"51033",2018,24
"51035",2020,66
"51035",2018,69
"51035",2019,61
"51036",2018,42
"51037",2020,83
"51041",2018,4
"51043",2020,5
"51043",2018,6
"51045",2020,19
"51047",2019,13
"51049",2018,71
"51051",2020,94
"51051",2018,93
"51057",2019,29
"51057",2020,33
"51059",2019,1
"51059",2018,1
"51061",2020,2
"51063",2019,45
"51065",2019,4
"51065",2018,5
"51065",2020,4
"51069",2018,6
"51071",2020,44
"51073",2020,11
"51077",2020,83
"51077",2019,83
"51077",2018,82
"51079",2020,8
"51079",2018,13
"51081",2020,80
"51083",2020,67
"51085",2018,2
"51085",2020,2
"51087",2019,8
"51089",2018,78
"51089",2020,85
"51091",2020,40
"51091",2018,41
"51091",2019,34
"51093",2019,11
"51093",2018,9
"51095",2019,3
"51097",2020,45
"51097",2018,42
"51099",2018,3
"51101",2020,7
"51103",2019,19
"51103",2018,17
"51105",2020,94
"51105",2019,94
"51109",2020,25
"51109",2019,18
"51111",2020,78
"51111",2018,80
"51113",2020,34
"51113",2019,33
"51115",2018,6
"51115",2019,8
"51117",2020,74
"51117",2018,64
"51119",2019,33
"51121",2018,25
"51121",2019,23
"51125",2020,35
"51127",2020,4
"51131",2019,67
"51131",2020,59
"51131",2018,74
"51135",2020,83
"51137",2019,13
"51137",2020,14
"51137",2018,11
"51139",2020,64
"51139",2019,66
"51143",2019,62
"51145",2018,3
"51145",2019,3
"51147",2020,56
"51149",2018,11
"51149",2019,12
"51153",2018,2
"51153",2019,2
"51155",2020,48
"51155",2018,51
"51157",2019,5
"51159",2020,48
"51161",2019,8
"51163",2018,31
"51165",2018,32
"51165",2020,31
"51167",2018,72
"51169",2018,83
"51169",2020,80
"51171",2018,35
"51173",2020,80
"51173",2019,75
"51175",2020,51
"51175",2019,51
"51175",2018,59
"51179",2018,1
"51181",2018,38
"51181",2019,48
"51183",2018,82
"51185",2019,67
"51187",2020,13
"51191",2019,47
"51191",2018,42
"51191",2020,50
"51195",2020,89
"51195",2019,85
"51197",2018,66
"51197",2019,60
"51199",2020,2
"51199",2019,2
"51510",2020,2
"51510",2019,2
"51520",2020,80
"51520",2019,80
"51530",2020,85
"51530",2019,85
"51550",2019,6
"51550",2020,6
"51570",2018,29
"51570",2020,30
"51580",2018,74
"51580",2019,75
"51590",2018,91
"51595",2020,99
"51600",2018,1
"51610",2018,0
"51610",2019,0
"51620",2019,73
"51620",2018,71
"51630",2020,20
"51630",2018,27
"51640",2019,94
"51640",2018,95
"51650",2019,34
"51670",2018,84
"51678",2019,38
"51680",2019,69
"51680",2020,63
"51683",2020,15
"51685",2018,5
"51685",2020,7
"51690",2018,89
"51690",2020,90
"51700",2019,49
"51710",2018,64
"51720",2019,92
"51730",2020,95
"51735",2018,1
"51735",2019,1
"51740",2019,57
"51750",2019,78
"51750",2018,81
"51750",2020,71
"51760",2020,70
"51770",2020,76
"51770",2018,74
"51775",2020,18
"51790",2019,31
"51790",2018,39
"51790",2020,35
"51800",2019,13
"51800",2018,12
"51800",2020,14
"51810",2018,5
"51810",2020,5
"51810",2019,5
"51820",2019,53
"51840",2018,57
"51840",2020,43
"53001",2020,98
"53001",2019,97
"53003",2020,39
"53003",2019,35
"53007",2019,48
"53009",2018,34
"53009",2019,37
"53011",2020,8
"53013",2020,29
"53013",2019,42
"53015",2018,49
"53015",2019,50
"53015",2020,52
"53017",2020,49
"53019",2018,69
"53019",2020,76
"53021",2020,76
"53025",2020,79
"53025",2018,85
"53025",2019,80
"53027",2020,56
"53029",2020,7
"53031",2020,15
"53031",2019,14
"53031",2018,12
"53033",2020,3
"53033",2018,4
"53035",2020,7
"53035",2019,7
"53039",2018,47
"53039",2019,44
"53041",2018,53
"53041",2020,50
"53045",2020,38
"53047",2018,78
"53047",2020,79
"53049",2020,50
"53049",2018,57
"53051",2019,53
"53053",2019,15
"53057",2019,28
"53057",2020,23
"53059",2020,25
"53059",2019,28
"53061",2019,5
"53061",2020,4
"53063",2019,28
"53065",2018,48
"53065",2019,44
"53065",2020,47
"53067",2019,9
"53067",2018,10
"53069",2019,35
"53069",2020,19
"53069",2018,26
"53071",2019,37
"53075",2020,53
"53077",2018,89
"55001",2018,40
"55001",2019,43
"55003",2019,55
"55003",2018,57
"55005",2020,41
"55009",2018,23
"55009",2019,22
"55011",2020,22
"55013",2020,35
"55015",2018,7
"55015",2020,7
"55019",2018,69
"55019",2020,67
"55019",2019,68
"55021",2020,12
"55023",2019,45
"55025",2020,6
"55025",2019,6
"55027",2019,23
"55033",2018,26
"55035",2020,21
"55035",2018,22
"55037",2019,35
"55039",2020,22
"55039",2019,20
"55041",2020,58
"55043",2020,34
"55045",2020,11
"55047",2020,37
"55047",2018,40
"55049",2020,11
"55049",2018,13
"55053",2020,50
"55053",2018,45
"55053",2019,49
"55055",2020,14
"55057",2019,42
"55057",2018,41
"55057",2020,40
"55059",2018,30
"55059",2019,30
"55061",2018,16
"55065",2018,26
"55065",2019,29
"55065",2020,27
"55067",2019,49
"55067",2020,52
"55069",2018,25
"55071",2018,27
"55071",2020,29
"55071",2019,27
"55073",2018,22
"55075",2019,46
"55077",2020,39
"55078",2018,97
"55078",2020,96
"55079",2018,65
"55079",2019,65
"55081",2020,37
"55083",2019,20
"55085",2019,15
"55085",2018,15
"55087",2019,11
"55089",2019,3
"55089",2018,3
"55091",2018,24
"55093",2019,8
"55093",2018,8
"55095",2019,21
"55095",2018,20
"55097",2019,20
"55097",2020,19
"55099",2018,43
"55099",2020,41
"55101",2018,26
"55101",2019,25
"55101",2020,28
"55103",2020,44
"55107",2020,61
"55111",2018,24
"55113",2018,50
"55113",2020,55
"55115",2019,31
"55119",2019,45
"55119",2020,48
"55121",2020,29
"55121",2018,28
"55123",2019,56
"55123",2018,52
"55125",2020,37
"55125",2019,39
"55125",2018,36
"55127",2018,21
"55127",2019,22
"55129",2020,34
"55129",2019,37
"55129",2018,37
"55131",2018,4
"55133",2018,2
"55133",2020,2
"55135",2020,33
"55135",2019,34
"55137",2018,41
"55137",2019,42
"55139",2019,19
"55139",2020,19
"55141",2020,29
"55141",2019,28
"54001",2019,79
"54001",2018,84
"54003",2020,26
"54005",2019,92
"54005",2020,92
"54007",2019,86
"54007",2020,86
"54009",2018,48
"54011",2020,69
"54011",2018,64
"54015",2020,94
"54017",2020,52
"54017",2018,59
"54019",2020,76
"54019",2018,75
"54019",2019,77
"54021",2019,85
"54021",2020,80
"54023",2019,67
"54025",2019,67
"54027",2019,81
"54027",2018,89
"54031",2018,77
