"county_fips_code","year","area_deprivation_index_percent"
"20163",2020,33
"20167",2019,39
"20167",2020,26
"20169",2019,33
"20169",2018,36
"20169",2020,30
"20171",2019,13
"20171",2020,11
"20171",2018,12
"20175",2018,91
"20177",2019,31
"20177",2018,32
"20179",2019,15
"20181",2020,40
"20181",2018,33
"20183",2019,35
"20185",2019,41
"20185",2020,47
"20185",2018,37
"20189",2018,53
"20189",2019,61
"20193",2020,22
"20193",2018,15
"20195",2019,9
"20195",2018,7
"20197",2020,8
"20197",2019,11
"20199",2018,20
"20203",2019,36
"20205",2020,65
"20207",2020,75
"20209",2019,89
"20209",2020,88
"21001",2020,87
"21003",2018,84
"21005",2019,31
"21005",2020,40
"21007",2019,60
"21007",2018,50
"21009",2020,85
"21009",2019,83
"21011",2020,89
"21011",2018,93
"21013",2018,100
"21013",2020,100
"21015",2020,6
"21015",2018,6
"21017",2020,56
"21017",2018,66
"21019",2020,63
"21021",2020,55
"21021",2018,55
"21025",2019,99
"21027",2018,76
"21029",2018,18
"21031",2018,87
"21031",2020,87
"21033",2018,74
"21033",2019,69
"21035",2018,68
"21035",2019,65
"21037",2020,19
"21037",2019,21
"21039",2018,66
"21041",2020,94
"21041",2018,92
"21043",2020,94
"21045",2020,95
"21045",2018,93
"21047",2020,87
"21049",2019,49
"21049",2018,50
"21049",2020,53
"21051",2020,100
"21051",2019,100
"21053",2018,95
"21055",2019,74
"21055",2018,83
"21057",2020,91
"21059",2019,52
"21061",2020,81
"21063",2020,95
"21063",2018,98
"21065",2019,98
"21067",2019,36
"21069",2018,90
"21071",2018,95
"21073",2019,34
"21077",2020,72
"21077",2019,66
"21079",2019,68
"21079",2018,68
"21081",2018,72
"21081",2019,78
"21083",2020,73
"21083",2019,75
"21085",2018,84
"21085",2019,87
"21087",2020,86
"21089",2019,51
"21089",2020,48
"21089",2018,52
"21091",2019,62
"21091",2020,58
"21093",2020,45
"21093",2019,42
"21097",2020,72
"21097",2019,71
"21099",2018,94
"21099",2020,93
"21099",2019,93
"21103",2019,66
"21103",2020,67
"21107",2020,69
"21107",2018,63
"21111",2019,38
"21115",2019,84
"21117",2019,27
"21117",2020,25
"21119",2018,97
"21119",2020,99
"21121",2018,99
"21121",2019,99
"21123",2019,72
"21123",2020,73
"21123",2018,74
"21125",2019,90
"21125",2020,87
"21127",2018,88
"21129",2019,98
"21131",2019,99
"21133",2020,97
"21135",2020,97
"21137",2020,91
"21137",2019,91
"21139",2019,73
"21141",2020,71
"21141",2019,72
"21143",2019,37
"21143",2020,41
"21145",2019,51
"21145",2018,53
"21147",2018,100
"21149",2019,69
"21151",2018,58
"21151",2020,57
"21151",2019,56
"21153",2018,98
"21153",2020,98
"21153",2019,98
"21155",2018,85
"21155",2019,85
"21157",2020,41
"21157",2019,40
"21159",2019,97
"21161",2020,73
"21161",2019,68
"21161",2018,76
"21163",2019,44
"21163",2020,35
"21165",2020,91
"21167",2019,61
"21167",2020,61
"21169",2019,91
"21169",2020,91
"21173",2018,84
"21173",2019,78
"21173",2020,81
"21175",2018,93
"21175",2020,94
"21177",2018,78
"21179",2020,39
"21181",2019,91
"21183",2018,86
"21183",2019,83
"21185",2018,3
"21187",2019,69
"21187",2018,72
"21189",2019,98
"21189",2018,98
"21191",2019,57
"21191",2020,64
"21193",2019,95
"21195",2019,94
"21195",2020,93
"21197",2020,91
"21197",2018,93
"21199",2019,86
"21199",2020,85
"21201",2018,86
"21203",2019,91
"21203",2018,94
"21203",2020,92
"21205",2020,86
"21205",2019,86
"21207",2018,95
"21207",2020,93
"21213",2018,66
"21217",2019,85
"21217",2020,83
"21219",2019,84
"21223",2020,72
"21223",2019,62
"21225",2018,76
"21227",2018,57
"21229",2018,72
"21229",2020,67
"21231",2018,98
"21231",2020,96
"21233",2020,82
"21233",2019,83
"21235",2018,93
"21239",2020,25
"22001",2019,88
"22001",2018,89
"22001",2020,90
"22003",2020,84
"22003",2019,78
"22005",2018,15
"22005",2020,18
"22007",2020,84
"22007",2018,81
"22009",2019,92
"22009",2020,92
"22013",2019,90
"22013",2020,95
"22017",2019,73
"22017",2020,75
"22019",2018,60
"22019",2020,59
"22021",2018,90
"22021",2020,94
"22021",2019,92
"22023",2020,28
"22025",2018,80
"22025",2019,86
"22027",2020,98
"22031",2020,87
"22031",2018,83
"22033",2020,42
"22039",2019,97
"22039",2018,96
"22041",2018,94
"22041",2019,94
"22041",2020,95
"22043",2020,80
"22043",2018,73
"22043",2019,78
"22045",2018,85
"22049",2019,88
"22049",2020,92
"22051",2020,49
"22051",2018,45
"22053",2020,85
"22057",2018,65
"22057",2019,66
"22057",2020,65
"22059",2018,88
"22061",2019,83
"22063",2020,31
"22065",2019,99
"22065",2018,100
"22067",2018,95
"22067",2019,95
"22069",2019,94
"22071",2018,75
"22071",2020,73
"22073",2020,78
"22073",2018,74
"22075",2020,63
"22075",2018,59
"22081",2020,88
"22081",2018,88
"22081",2019,81
"22083",2019,93
"22083",2020,93
"22083",2018,91
"22085",2019,79
"22085",2020,82
"22087",2019,86
"22087",2018,86
"22087",2020,84
"22089",2019,23
"22091",2019,95
"22091",2020,91
"22093",2019,63
"22095",2019,57
"22097",2019,93
"22099",2020,75
"22101",2020,85
"22101",2018,87
"22101",2019,85
"22103",2019,10
"22103",2018,11
"22105",2019,70
"22107",2020,99
"22107",2018,99
"22109",2020,80
"22111",2019,79
"22111",2020,75
"22113",2018,76
"22113",2019,78
"22113",2020,72
"22117",2018,94
"22117",2019,95
"22119",2020,92
"22119",2019,91
"22121",2018,53
"22121",2019,48
"22121",2020,51
"22123",2020,90
"22125",2018,49
"22125",2019,32
"22127",2018,91
"24001",2018,54
"24001",2019,55
"24001",2020,58
"24003",2020,1
"24003",2019,1
"24005",2018,6
"24009",2018,1
"24009",2019,1
"24011",2019,46
"24011",2020,45
"24013",2019,2
"24013",2020,2
"24013",2018,2
"24015",2018,8
"24015",2019,8
"24019",2019,49
"24019",2020,51
"24023",2019,36
"24023",2020,36
"24025",2019,3
"24025",2018,3
"24027",2019,1
"24027",2020,1
"24027",2018,1
"24029",2018,20
"24029",2019,19
"24031",2020,1
"24033",2019,9
"24035",2019,2
"24039",2019,83
"24041",2019,8
"24043",2018,28
"24043",2020,32
"24047",2018,14
"24047",2020,12
"24510",2019,78
"23001",2019,42
"23003",2019,64
"23003",2020,68
"23005",2020,5
"23005",2019,6
"23005",2018,6
"23007",2020,37
"23009",2020,22
"23011",2020,32
"23011",2019,33
"23013",2018,18
"23013",2019,19
"23013",2020,16
"23015",2018,17
"23015",2020,21
"23017",2018,48
"23019",2018,40
"23021",2020,67
"23025",2018,65
"23025",2019,65
"23027",2019,32
"23029",2020,71
"23029",2019,70
"23029",2018,68
"23031",2020,8
"23031",2019,8
"26001",2019,55
"26003",2020,38
"26005",2019,23
"26005",2018,26
"26005",2020,24
"26007",2020,50
"26007",2019,47
"26007",2018,50
"26009",2018,32
"26013",2019,57
"26015",2018,15
"26015",2020,15
"26017",2020,52
"26019",2019,18
"26019",2020,16
"26019",2018,22
"26021",2018,49
"26021",2019,51
"26023",2020,57
"26023",2019,55
"26027",2018,41
"26027",2020,42
"26029",2018,24
"26029",2020,22
"26031",2019,54
"26033",2020,66
"26035",2020,81
"26037",2020,7
"26037",2018,7
"26041",2020,48
"26041",2019,47
"26041",2018,51
"26043",2020,37
"26043",2018,39
"26045",2019,17
"26045",2020,17
"26045",2018,17
"26047",2020,19
"26047",2019,21
"26049",2018,64
"26049",2019,62
"26051",2020,69
"26053",2019,67
"26053",2018,66
"26053",2020,64
"26055",2019,8
"26057",2018,62
"26059",2018,61
"26059",2019,58
"26061",2019,52
"26061",2018,55
"26063",2020,49
"26063",2019,47
"26069",2020,64
"26071",2020,55
"26073",2018,62
"26073",2020,62
"26077",2020,28
"26077",2018,31
"26079",2019,67
"26079",2020,67
"26083",2018,47
"26083",2020,31
"26085",2020,84
"26085",2019,83
"26087",2020,25
"26091",2019,31
"26093",2019,3
"26093",2018,3
"26093",2020,4
"26095",2018,75
"26097",2019,69
"26097",2020,67
"26099",2020,21
"26099",2019,23
"26101",2020,40
"26101",2019,41
"26103",2020,34
"26103",2019,35
"26105",2018,46
"26107",2019,63
"26109",2018,54
"26111",2018,19
"26113",2019,58
"26115",2020,20
"26117",2019,62
"26119",2018,66
"26119",2020,61
"26119",2019,60
"26121",2020,58
"26123",2020,62
"26125",2018,5
"26125",2019,5
"26125",2020,5
"26127",2018,71
"26127",2019,70
"26129",2019,68
"26129",2020,67
"26131",2018,59
"26133",2019,73
"26135",2019,79
"26139",2019,13
"26139",2018,14
"26141",2020,48
"26143",2018,66
"26143",2019,66
"26145",2018,57
"26147",2020,34
"26149",2020,64
"26151",2018,55
"26153",2019,74
"26155",2019,38
"26159",2018,53
"26161",2018,7
"26163",2019,78
"26163",2018,79
"26163",2020,78
"26165",2020,62
"26165",2018,64
"27001",2019,37
"27001",2020,42
"27003",2020,5
"27005",2019,27
"27007",2018,55
"27007",2020,55
"27007",2019,55
"27009",2019,34
"27009",2020,31
"27011",2018,32
"27013",2020,25
"27013",2018,22
"27015",2019,20
"27017",2018,20
"27017",2020,19
"27017",2019,19
"27019",2018,1
"27019",2019,1
"27019",2020,1
"27021",2018,40
"27023",2018,27
"27023",2019,33
"27027",2019,13
"27029",2019,67
"27031",2019,26
"27033",2018,44
"27033",2020,44
"27035",2019,16
"27037",2019,3
"27037",2020,4
"27039",2018,8
"27041",2019,9
"27045",2019,26
"27047",2020,43
"27049",2018,11
"27049",2019,12
"27051",2020,24
"27051",2019,27
"27051",2018,24
"27053",2018,7
"27053",2020,6
"27053",2019,7
"27055",2018,16
"27057",2020,22
"27057",2018,21
"27059",2020,9
"27059",2019,9
"27063",2019,17
"27065",2018,38
"27065",2020,32
"27067",2020,28
"27067",2018,30
"27069",2019,27
"27071",2019,47
"27073",2020,25
"27073",2019,22
"27075",2019,14
"27075",2018,18
"27079",2019,10
"27079",2018,11
"27081",2019,23
"27081",2020,25
"27085",2019,14
"27085",2020,14
"27087",2018,83
"27087",2020,83
"27089",2020,22
"27091",2019,30
"27091",2018,36
"27091",2020,32
"27093",2019,17
"27093",2020,16
"27093",2018,16
"27095",2020,46
"27095",2018,37
"27097",2020,32
"27097",2018,31
"27099",2019,41
"27103",2020,11
"27103",2018,10
"27105",2020,73
"27107",2019,35
"27107",2018,32
"27109",2020,6
"27109",2019,6
"27111",2018,19
"27111",2020,19
"27113",2020,25
"27113",2019,26
"27115",2018,46
"27115",2020,44
"27117",2018,47
"27119",2018,26
"27119",2019,24
"27121",2018,13
"27123",2020,25
"27125",2020,19
"27127",2018,31
"27129",2019,28
"27131",2018,15
"27131",2019,16
"27133",2019,23
"27133",2018,17
"27135",2019,30
"27135",2020,26
"27137",2018,31
"27137",2020,28
"27139",2019,2
"27141",2020,5
"27141",2018,5
"27143",2018,21
"27145",2020,24
"27145",2018,21
"27149",2018,21
"27149",2019,21
"27153",2020,48
"27153",2018,47
"27155",2018,25
"27155",2019,32
"27157",2019,10
"27157",2018,10
"27157",2020,10
"27159",2018,53
"27159",2019,51
"27161",2019,22
"27161",2018,16
"27163",2018,2
"27163",2019,2
"27165",2019,55
"27165",2018,48
"27169",2020,27
"27169",2018,26
"27171",2019,5
"27173",2020,35
"27173",2018,25
"29001",2020,66
"29003",2018,22
"29003",2019,21
"29005",2020,37
"29007",2019,69
"29007",2020,70
"29009",2019,76
"29011",2020,72
"29011",2019,74
"29011",2018,76
"29013",2019,50
"29015",2020,69
"29015",2018,74
"29017",2018,75
"29017",2019,75
"29019",2018,22
"29019",2019,24
"29021",2019,60
"29023",2019,82
"29025",2018,46
"29025",2019,54
"29025",2020,57
"29029",2018,44
"29029",2019,39
"29031",2019,37
"29031",2018,37
"29033",2020,72
"29035",2019,83
"29035",2020,74
"29037",2019,11
"29037",2020,12
"29041",2020,43
"29045",2018,61
"29047",2019,8
"29047",2020,8
"29049",2020,29
"29049",2019,25
"29051",2019,29
"29051",2020,24
"29053",2019,39
"29055",2020,86
"29055",2018,85
"29055",2019,88
"29057",2020,77
"29057",2018,69
"29059",2019,75
"29061",2020,57
"29061",2019,57
"29063",2019,40
"29065",2018,86
"29067",2020,86
"29067",2018,82
"29069",2019,96
"29069",2018,95
"29071",2018,34
"29071",2019,30
"29073",2019,40
"29073",2018,52
"29075",2018,53
"29083",2020,68
"29083",2018,65
"29085",2019,76
"29085",2020,72
"29087",2020,50
"29087",2019,50
"29087",2018,54
"29089",2020,45
"29091",2018,82
"29093",2020,89
"29093",2019,88
"29095",2020,40
"29095",2018,43
"29097",2018,58
"29097",2019,58
"29099",2020,20
"29101",2018,41
"29101",2020,39
"29105",2018,79
"29107",2020,43
"29111",2020,66
"29113",2020,36
"29113",2018,40
"29113",2019,38
"29115",2020,71
"29115",2019,74
"29117",2019,69
"29117",2020,68
"29121",2018,71
"29121",2019,68
"29121",2020,65
"29123",2019,82
"29125",2018,72
"29127",2018,58
"29129",2020,52
"29131",2018,66
"29131",2019,63
"29133",2019,98
"29133",2018,97
"29133",2020,97
"29137",2018,56
"29137",2020,57
"29139",2020,72
"29139",2018,69
"29141",2019,86
"29143",2018,95
"29145",2020,53
"29145",2019,51
"29147",2020,61
"29147",2018,65
"29149",2018,87
"29149",2020,90
"29151",2019,20
"29151",2018,17
"29153",2020,89
"29153",2018,92
"29155",2020,98
"29155",2019,98
"29157",2019,31
"29159",2019,72
"29159",2020,72
"29159",2018,71
"29161",2018,58
"29161",2020,64
"29161",2019,59
"29163",2020,64
"29163",2018,67
"29165",2019,5
"29167",2018,63
"29167",2020,60
"29169",2019,47
"29171",2019,76
"29173",2018,35
"29175",2018,62
"29177",2019,41
"29179",2019,80
"29181",2019,88
"29183",2019,3
"29183",2020,3
"29185",2020,70
"29185",2019,87
"29186",2019,50
"29186",2020,40
"29187",2020,66
"29187",2018,70
"29189",2020,9
"29189",2018,8
"29195",2019,72
"29195",2020,69
"29197",2018,83
"29197",2019,76
"29197",2020,79
"29199",2019,78
"29199",2020,78
"29203",2020,93
"29205",2020,53
"29205",2019,53
"29207",2020,72
"29207",2019,71
"29211",2020,77
"29215",2019,86
"29217",2019,63
"29217",2018,68
"29219",2020,41
"29219",2019,34
"29219",2018,41
"29221",2018,88
"29221",2019,90
"29223",2019,91
"29227",2020,57
"29229",2018,95
"29510",2019,84
"28001",2020,97
"28005",2019,89
"28005",2020,90
"28005",2018,92
"28007",2020,96
"28009",2018,90
"28009",2020,92
"28011",2020,98
"28013",2020,94
"28015",2020,70
"28015",2019,60
"28017",2019,95
"28017",2018,96
"28021",2019,100
"28023",2018,75
"28023",2020,78
"28023",2019,75
"28027",2018,99
"28027",2020,99
"28029",2019,92
"28029",2018,94
"28031",2020,86
"28033",2020,16
"28033",2018,16
"28035",2019,81
"28037",2019,84
"28037",2020,79
"28041",2018,72
"28041",2020,61
"28041",2019,68
"28043",2019,88
"28043",2018,87
"28045",2018,60
"28045",2020,59
"28045",2019,60
"28047",2018,70
"28049",2019,77
"28049",2020,75
"28051",2020,100
"28053",2020,100
"28057",2019,80
"28057",2020,73
"28057",2018,84
"28059",2018,48
"28061",2020,89
"28061",2019,85
"28061",2018,85
"28063",2019,100
"28065",2018,97
"28067",2020,81
"28067",2018,85
"28069",2020,98
"28069",2019,97
"28071",2019,46
"28071",2018,47
"28073",2018,32
"28073",2019,32
"28075",2019,74
"28077",2018,85
"28079",2018,92
"28081",2019,64
"28083",2020,100
"28085",2018,76
"28085",2020,74
"28087",2020,76
"28089",2020,9
"28089",2018,11
"28091",2020,92
"28093",2019,74
"28095",2020,78
"28095",2019,82
"28097",2019,92
"28097",2018,93
"28097",2020,92
"28101",2019,82
"28101",2018,81
"28103",2019,99
"28105",2019,72
"28107",2018,84
"28107",2019,87
"28109",2018,68
"28109",2020,63
"28113",2018,95
"28117",2018,87
"28117",2020,88
"28119",2019,100
"28119",2020,100
"28121",2019,13
"28121",2020,13
"28123",2018,97
"28125",2018,99
"28127",2020,89
"28129",2020,70
"28129",2019,79
"28129",2018,83
"28133",2019,98
"28133",2020,98
"28135",2019,97
"28135",2020,98
"28135",2018,96
"28137",2020,73
"28137",2018,70
"28139",2019,87
"28141",2018,82
"28145",2018,79
"28145",2019,80
"28145",2020,75
"28147",2020,91
"28147",2019,89
"28147",2018,89
"28151",2018,98
"28151",2020,98
"28153",2020,82
"28153",2019,90
"28155",2018,81
"28155",2019,84
"28155",2020,79
"28157",2019,98
"28159",2019,93
"28159",2018,95
"28159",2020,89
"28163",2020,98
"28163",2018,99
"28163",2019,99
"30001",2020,32
"30003",2018,94
"30005",2020,93
"30005",2019,95
"30011",2019,17
"30011",2020,20
"30015",2020,57
"30015",2018,55
"30017",2020,32
"30019",2020,8
"30021",2019,27
"30023",2018,70
"30023",2020,68
"30025",2018,19
"30025",2020,19
"30025",2019,14
"30027",2020,30
"30029",2020,17
"30033",2018,19
"30033",2019,13
"30035",2019,95
"30037",2019,41
"30037",2020,36
"30037",2018,30
"30039",2018,33
"30041",2019,68
"30041",2018,59
"30043",2018,7
"30043",2019,8
"30043",2020,7
"30045",2019,30
"30045",2020,39
"30045",2018,23
"30047",2018,56
"30051",2020,76
"30051",2018,69
"30053",2020,63
"30053",2018,59
"30055",2020,14
"30055",2019,13
"30055",2018,13
"30057",2018,16
"30057",2019,15
"30059",2019,41
"30061",2020,60
"30061",2018,50
"30063",2018,21
"30065",2018,59
"30065",2020,61
"30067",2018,13
"30067",2019,15
"30069",2020,12
"30069",2018,38
"30069",2019,11
"30071",2018,61
"30071",2019,65
"30073",2018,65
"30075",2018,20
"30075",2019,26
"30081",2020,29
"30083",2018,23
"30085",2019,96
"30085",2020,96
"30085",2018,94
"30087",2018,79
"30087",2019,84
"30089",2020,65
"30089",2018,68
"30091",2020,17
"30093",2019,58
"30093",2020,62
"30095",2018,10
"30095",2020,9
"30097",2018,14
"30099",2020,29
"30103",2018,59
"30105",2018,25
"30107",2019,90
"30109",2019,44
"30109",2020,47
"30111",2019,16
"30111",2020,16
"37001",2018,58
"37001",2020,58
"37001",2019,57
"37003",2019,64
"37005",2020,82
"37007",2019,92
"37009",2020,66
"37011",2018,70
"37011",2019,65
"37013",2018,67
"37013",2019,67
"37015",2018,90
"37015",2019,92
"37017",2019,91
"37019",2020,25
"37019",2018,33
"37021",2020,23
"37023",2018,80
"37025",2018,21
"37025",2020,18
"37025",2019,21
"37027",2019,73
"37027",2018,75
"37031",2018,28
"37033",2020,71
"37033",2019,77
"37035",2019,54
"37037",2020,18
"37037",2018,22
"37039",2019,60
"37039",2020,56
"37039",2018,67
"37041",2019,79
"37041",2018,84
"37045",2020,82
"37045",2018,78
"37045",2019,79
"37047",2019,87
"37047",2020,87
"37047",2018,85
"37049",2020,51
"37049",2019,50
"37049",2018,48
"37051",2019,61
"37053",2018,9
"37053",2019,10
"37055",2018,8
"37059",2018,29
"37061",2020,95
"37061",2018,96
"37063",2020,30
"37065",2018,95
"37065",2019,94
"37067",2018,51
"37067",2019,50
"37069",2020,46
"37071",2018,64
"37071",2019,62
"37075",2018,80
"37075",2019,80
"37077",2018,55
"37077",2019,49
"37079",2020,93
"37079",2019,92
"37081",2019,44
"37083",2019,94
"37083",2018,94
"37085",2020,56
"37085",2018,57
"37087",2018,50
"37089",2018,30
"37089",2019,25
"37091",2020,92
"37091",2018,87
"37093",2018,74
"37095",2020,83
"37097",2020,27
"37097",2018,33
"37099",2018,62
"37101",2020,37
"37101",2018,40
"37103",2019,84
"37105",2020,66
"37105",2018,65
"37109",2018,44
"37109",2020,44
"37111",2019,82
"37111",2020,76
"37113",2018,54
"37113",2019,56
"37113",2020,49
"37115",2020,64
"37117",2018,76
"37119",2018,21
"37123",2019,87
"37123",2020,83
"37125",2018,23
"37127",2018,65
"37129",2019,26
"37131",2020,89
"37133",2020,50
"37135",2018,6
"37137",2019,51
"37137",2018,49
"37141",2020,33
"37141",2018,45
"37143",2019,63
"37145",2018,73
"37145",2020,62
"37147",2019,64
"37147",2020,67
"37149",2018,36
"37151",2018,68
"37151",2019,69
"37151",2020,68
"37153",2020,92
"37155",2018,97
"37157",2018,77
"37157",2020,75
"37157",2019,76
"37159",2019,66
"37161",2018,79
"37161",2019,77
"37163",2020,91
"37165",2018,95
"37165",2020,96
"37165",2019,96
"37167",2018,60
"37167",2019,59
"37173",2019,83
"37175",2018,43
"37177",2019,90
"37177",2018,91
"37179",2020,8
"37179",2019,9
"37181",2018,94
"37183",2019,6
"37183",2020,5
"37183",2018,6
"37187",2019,95
"37189",2019,51
"37189",2018,53
"37191",2019,77
"37193",2020,75
"37193",2019,77
"37199",2020,71
"37199",2019,73
"37199",2018,75
"38001",2018,12
"38005",2018,95
"38005",2020,95
"38007",2018,13
"38007",2019,9
"38009",2018,16
"38009",2019,15
"38009",2020,17
"38011",2019,12
"38011",2018,12
"38013",2020,10
"38015",2019,7
"38019",2019,11
"38021",2018,24
"38023",2019,18
"38023",2018,10
"38023",2020,13
"38025",2020,13
"38025",2018,14
"38027",2020,41
"38029",2020,30
"38029",2018,35
"38031",2020,9
"38031",2019,19
"38033",2020,27
"38033",2019,31
"38035",2020,34
"38039",2019,28
"38039",2020,28
"38041",2020,28
"38041",2019,19
"38041",2018,19
"38043",2018,14
"38043",2020,41
"38043",2019,29
"38045",2020,28
"38047",2018,30
"38047",2019,28
"38049",2019,13
"38051",2019,53
"38051",2018,47
"38053",2019,18
"38053",2020,21
"38053",2018,17
"38057",2019,11
"38057",2018,11
"38059",2018,9
"38059",2020,11
"38059",2019,9
"38061",2018,23
"38061",2019,30
"38063",2019,24
"38063",2020,27
"38065",2018,11
"38067",2020,20
"38067",2018,19
"38069",2020,34
"38073",2019,25
"38073",2018,30
"38075",2020,9
"38075",2018,7
"38077",2019,25
"38079",2019,95
"38081",2020,13
"38081",2019,14
"38081",2018,17
"38083",2018,51
"38083",2019,53
"38085",2020,99
"38087",2020,6
"38089",2019,10
"38089",2020,14
"38091",2018,13
"38091",2020,7
"38093",2018,28
"38095",2019,23
"38097",2020,15
"38099",2019,42
"38099",2018,40
"38101",2019,9
"38105",2018,14
"31001",2020,39
"31001",2019,34
"31003",2018,37
"31003",2019,39
"31005",2018,18
"31007",2018,27
"31007",2019,19
"31011",2019,17
"31011",2018,17
"31013",2018,32
"31013",2019,29
"31013",2020,38
"31015",2019,27
"31015",2020,26
"31017",2020,49
"31019",2019,22
"31019",2018,20
"31021",2020,36
"31021",2018,27
"31023",2020,28
"31025",2020,6
"31025",2019,6
"31027",2019,12
"31027",2020,12
"31029",2019,18
"31029",2018,19
"31029",2020,18
"31031",2020,29
"31033",2019,11
"31035",2020,37
"31035",2018,34
"31037",2019,75
"31039",2019,37
"31039",2020,36
"31041",2018,36
"31041",2019,43
"31043",2019,91
"31045",2018,41
"31045",2019,33
"31047",2020,73
"31047",2018,74
"31047",2019,74
"31049",2019,33
"31051",2019,32
"31055",2019,23
"31055",2020,21
"31057",2018,24
"31057",2019,42
"31059",2018,25
"31059",2019,24
"31065",2020,44
"31065",2019,45
"31067",2019,28
"31067",2018,30
"31069",2018,21
"31069",2020,22
"31071",2019,31
"31071",2020,25
"31073",2019,9
"31073",2020,9
"31075",2019,44
"31077",2018,28
"31077",2020,29
"31079",2018,65
"31079",2020,59
"31083",2019,27
"31083",2018,32
"31085",2018,36
"31087",2018,40
"31089",2019,18
"31089",2020,16
"31091",2018,16
"31093",2019,20
"31095",2020,44
"31095",2019,38
"31097",2019,43
"31097",2020,46
"31099",2019,22
"31099",2018,18
"31101",2018,30
"31101",2019,38
"31101",2020,37
"31103",2018,16
"31105",2020,54
"31105",2018,46
"31107",2018,37
"31109",2020,19
"31109",2018,20
"31113",2018,24
"31113",2020,13
"31115",2020,8
"31117",2018,31
"31117",2020,30
"31119",2020,46
"31121",2018,26
"31121",2020,33
"31123",2020,44
"31123",2018,46
"31125",2020,36
"31125",2018,32
"31127",2020,29
"31129",2019,28
"31131",2018,25
"31133",2019,63
"31137",2018,19
"31137",2019,14
"31137",2020,15
"31141",2018,27
"31143",2018,15
"31145",2018,34
"31145",2019,35
"31147",2020,41
"31149",2019,14
"31149",2020,14
"31149",2018,22
"31151",2020,64
"31151",2018,54
"31153",2018,5
"31153",2020,5
"31155",2020,11
"31157",2019,47
"31159",2020,11
"31161",2018,42
"31163",2020,29
"31163",2019,25
"31165",2018,12
"31167",2020,24
"31169",2019,26
"31169",2020,26
"31171",2018,15
"31171",2019,23
"31171",2020,20
"31173",2020,95
"31173",2018,95
"31175",2020,19
"31175",2018,22
"31179",2018,14
"31181",2019,31
"31181",2020,40
"31183",2018,20
"31185",2018,15
"31185",2019,17
"34003",2019,1
"34003",2020,2
"34005",2020,3
"34005",2019,3
"34007",2020,19
"34007",2019,18
"34009",2020,10
"34009",2018,9
"34009",2019,9
"34011",2020,71
"34011",2019,72
"34013",2018,44
"34015",2020,4
"34017",2019,56
"34019",2020,1
"34021",2018,7
"34021",2020,8
"34021",2019,8
"34023",2020,5
"34023",2019,5
"34025",2020,2
"34027",2018,1
"34029",2018,6
"34031",2020,43
"34031",2018,43
"34033",2020,23
"34035",2018,1
"34037",2019,2
"34037",2018,2
"34039",2019,12
"34041",2018,5
"35001",2018,45
"35001",2019,44
"35001",2020,44
"35003",2020,20
"35003",2018,31
"35003",2019,12
"35005",2020,87
"35005",2018,85
"35006",2020,97
"35007",2020,77
"35009",2018,80
"35009",2019,83
"35009",2020,79
"35011",2018,61
"35013",2019,91
"35015",2020,54
"35015",2019,51
"35017",2018,69
"35017",2019,71
"35019",2018,81
"35021",2019,62
"35021",2018,42
"35023",2018,94
"35023",2020,94
"35025",2018,76
"35025",2019,78
"35027",2018,52
"35028",2019,1
"35029",2019,99
"35029",2018,98
"35031",2019,100
"35033",2018,89
"35033",2020,89
"35033",2019,88
"35035",2019,76
"35037",2018,80
"35037",2019,84
"35039",2019,81
"35041",2018,89
"35043",2019,21
"35043",2018,18
"35047",2018,88
"35047",2020,91
"35049",2018,21
"35049",2020,19
"35053",2018,87
"35053",2019,89
"35055",2019,71
"35055",2020,68
"35055",2018,69
"35057",2019,75
"35059",2019,77
"35059",2020,71
"35061",2018,73
"32001",2018,61
"32005",2019,7
"32005",2020,7
"32007",2018,24
"32007",2020,28
"32009",2019,53
"32011",2019,18
"32013",2018,42
"32017",2018,30
"32019",2019,45
"32019",2018,52
"32019",2020,36
"32021",2018,84
"32021",2020,90
"32023",2020,64
"32027",2018,72
"32027",2020,70
"32029",2020,4
"32031",2020,26
"32031",2018,36
"32033",2019,41
"32033",2020,39
"32510",2020,47
"32510",2019,49
"32510",2018,51
"36001",2018,9
"36001",2020,11
"36001",2019,10
"36003",2018,63
"36003",2020,63
"36005",2019,99
"36005",2018,100
"36009",2020,64
"36013",2018,65
"36013",2020,66
"36015",2018,37
"36015",2020,43
"36017",2020,49
"36017",2018,48
"36017",2019,47
"36021",2018,13
"36023",2018,34
"36025",2019,52
"36025",2018,51
"36027",2018,5
"36027",2020,6
"36029",2020,31
"36031",2019,21
"36033",2018,65
"36033",2020,63
"36035",2020,58
"36035",2019,55
"36037",2019,29
"36039",2018,26
"36041",2018,32
"36041",2020,37
"36041",2019,35
"36043",2019,50
"36045",2019,46
"36047",2019,79
"36049",2019,39
"36049",2020,44
"36051",2018,30
"36051",2019,32
"36053",2019,18
"36053",2020,19
"36055",2019,28
"36059",2018,1
"36059",2020,1
"36061",2020,26
"36061",2018,28
"36063",2020,34
"36065",2019,48
"36065",2020,49
"36067",2019,29
"36067",2018,28
"36069",2020,11
"36071",2020,9
"36075",2019,57
"36075",2020,56
"36077",2020,35
"36077",2018,32
"36079",2019,1
"36081",2018,56
"36081",2019,54
"36081",2020,51
"36083",2020,14
"36083",2018,13
"36085",2018,7
"36085",2020,8
